Shipment Date,HS Code,Estimated HS Code,Product,Shipper Standarised Name,Shipper,Outbound Country,Inbound Country,Net Weight (kg),Shipment Value (USD),Port of Unlading
"Jan 31, 2023",842952,NA,New John Deere Mini Excavator Japan Arranged Waybill Unit,Hitachi Construction Machinery Co Ltd,Hitachi Construction Machinery,Japan,United States,25004,211270.75,"Long Beach, California"
"Jan 31, 2023",84335990,NA, Hydraflex Cutting Platform,NA,John Deere Brasil Ltda,Brazil,United States,NA,119000,"New York, United States"
"Jan 31, 2023",84335990,NA, Hydraflex Cutting Platform,NA,John Deere Brasil Ltda,Brazil,United States,NA,426000,"New York, United States"
"Jan 31, 2023",330000,NA, Service Parts Jd,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 31, 2023",84335990,NA, Hydraflex Cutting Platform,NA,John Deere Brasil Ltda,Brazil,United States,NA,0,"New York, United States"
"Jan 31, 2023",330000,NA, Service Parts Jd,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 31, 2023",330000,NA, Service Parts Jd,John Deere And Company,John Deere,United States,Brazil,NA,94800,"Santos, Brazil"
"Jan 31, 2023",330000,NA, New Radiator,NA,Ege Trans Internationale Spedition Gmbh,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 31, 2023",330000,NA, New Hood Support Assy,NA,Ege Trans Internationale Spedition Gmbh,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 31, 2023",330000,NA, Service Parts Jd,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 31, 2023",330000,NA, Service Parts Jd,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 31, 2023",84335990,NA, Hydraflex Cutting Platform,NA,John Deere Brasil Ltda,Brazil,United States,NA,82500,"New York, United States"
"Jan 31, 2023",84335990,NA, Hydraflex Cutting Platform,NA,John Deere Brasil Ltda,Brazil,United States,NA,0,"New York, United States"
"Jan 31, 2023",330000,NA, New Nitrogen Compressed Hydraulic Accumulators In Steel,NA,Ege Trans Internationale Spedition Gmbh,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 31, 2023",330000,NA, Agricultural Spare Parts,NA,John Deere,Germany,Brazil,NA,69600,"Santos, Brazil"
"Jan 31, 2023",330000,NA, New Filler Cap,NA,Ege Trans Internationale Spedition Gmbh,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 31, 2023",330000,NA, New Hood Support Assy,NA,Ege Trans Internationale Spedition Gmbh,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 31, 2023",84335990,NA, Hydraflex Cutting Platform,NA,John Deere Brasil Ltda,Brazil,United States,NA,0,"New York, United States"
"Jan 31, 2023",330000,NA, Service Parts Jd,John Deere And Company,John Deere,United States,Brazil,NA,356000,"Santos, Brazil"
"Jan 31, 2023",330000,NA, New Hood Support Assy,NA,Ege Trans Internationale Spedition Gmbh,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 31, 2023",330000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 31, 2023",85120000,NA, New Lamp,NA,Ege Trans Internationale Spedition Gmbh,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 31, 2023",84120000,NA, New Hydraulic Motor,NA,Ege Trans Internationale Spedition Gmbh,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 31, 2023",330000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,4845000,"Santos, Brazil"
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,8009.82,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,5420.42,NA
"Jan 31, 2023",84834009,NA,NA,NA,NA,NA,Mexico,NA,45.68,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,12617.44,NA
"Jan 31, 2023",85118001,NA,NA,NA,NA,NA,Mexico,NA,3169.5,NA
"Jan 31, 2023",85118001,NA,NA,NA,NA,NA,Mexico,NA,358.8,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,207.05,NA
"Jan 31, 2023",85115091,NA,NA,NA,NA,NA,Mexico,NA,321.4,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,683.9,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,1347.48,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,11022.38,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,1325.87,NA
"Jan 31, 2023",85364199,NA,NA,NA,NA,NA,Mexico,NA,115.53,NA
"Jan 31, 2023",85118001,NA,NA,NA,NA,NA,Mexico,NA,950.82,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,18.57,NA
"Jan 31, 2023",85115091,NA,NA,NA,NA,NA,Mexico,NA,160.6,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,24.54,NA
"Jan 31, 2023",85118001,NA,NA,NA,NA,NA,Mexico,NA,633.9,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,2401.49,NA
"Jan 31, 2023",85115091,NA,NA,NA,NA,NA,Mexico,NA,4221.66,NA
"Jan 31, 2023",85115091,NA,NA,NA,NA,NA,Mexico,NA,2455.76,NA
"Jan 31, 2023",84834009,NA,NA,NA,NA,NA,Mexico,NA,30.61,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,334.36,NA
"Jan 31, 2023",85364199,NA,NA,NA,NA,NA,Mexico,NA,405.5,NA
"Jan 31, 2023",85115091,NA,NA,NA,NA,NA,Mexico,NA,379.37,NA
"Jan 31, 2023",84834009,NA,NA,NA,NA,NA,Mexico,NA,121.86,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,324.9,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,125.93,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,3659.36,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,225.1,NA
"Jan 31, 2023",85411001,NA,NA,NA,NA,NA,Mexico,NA,330.71,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,3376.18,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,191.82,NA
"Jan 31, 2023",85115091,NA,NA,NA,NA,NA,Mexico,NA,401.49,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,57.56,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,9.1,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,13276.49,NA
"Jan 31, 2023",85118001,NA,NA,NA,NA,NA,Mexico,NA,478.03,NA
"Jan 31, 2023",85115091,NA,NA,NA,NA,NA,Mexico,NA,718.11,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,1260.96,NA
"Jan 31, 2023",85115091,NA,NA,NA,NA,NA,Mexico,NA,1759,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,14904.48,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,6504.48,NA
"Jan 31, 2023",85115091,NA,NA,NA,NA,NA,Mexico,NA,1513.37,NA
"Jan 31, 2023",85452001,NA,NA,NA,NA,NA,Mexico,NA,242.34,NA
"Jan 31, 2023",85411001,NA,NA,NA,NA,NA,Mexico,NA,22.07,NA
"Jan 31, 2023",85118001,NA,NA,NA,NA,NA,Mexico,NA,58.18,NA
"Jan 31, 2023",85364199,NA,NA,NA,NA,NA,Mexico,NA,78.76,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,1021.24,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,11333.39,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,417.9,NA
"Jan 31, 2023",85118001,NA,NA,NA,NA,NA,Mexico,NA,956.07,NA
"Jan 31, 2023",85452001,NA,NA,NA,NA,NA,Mexico,NA,201.95,NA
"Jan 31, 2023",84834009,NA,NA,NA,NA,NA,Mexico,NA,183.8,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,1492.59,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,57.82,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,8059.77,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,29.94,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,48.77,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,868.88,NA
"Jan 31, 2023",85364199,NA,NA,NA,NA,NA,Mexico,NA,540.69,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,380.35,NA
"Jan 31, 2023",85365099,NA,NA,NA,NA,NA,Mexico,NA,276.23,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,2066.46,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,371.81,NA
"Jan 31, 2023",84834009,NA,NA,NA,NA,NA,Mexico,NA,64.3,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,545.58,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,249.49,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,226.95,NA
"Jan 31, 2023",85115091,NA,NA,NA,NA,NA,Mexico,NA,340.02,NA
"Jan 31, 2023",85115091,NA,NA,NA,NA,NA,Mexico,NA,2240.38,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,307.51,NA
"Jan 31, 2023",85118001,NA,NA,NA,NA,NA,Mexico,NA,717.59,NA
"Jan 31, 2023",85115091,NA,NA,NA,NA,NA,Mexico,NA,260.75,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,214.04,NA
"Jan 31, 2023",85118001,NA,NA,NA,NA,NA,Mexico,NA,7.2,NA
"Jan 31, 2023",85115091,NA,NA,NA,NA,NA,Mexico,NA,631.12,NA
"Jan 31, 2023",85118001,NA,NA,NA,NA,NA,Mexico,NA,397.89,NA
"Jan 31, 2023",85118001,NA,NA,NA,NA,NA,Mexico,NA,47.79,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,796.14,NA
"Jan 31, 2023",85364199,NA,NA,NA,NA,NA,Mexico,NA,395.63,NA
"Jan 31, 2023",85044099,NA,NA,NA,NA,NA,Mexico,NA,233.8,NA
"Jan 31, 2023",85115091,NA,NA,NA,NA,NA,Mexico,NA,231.74,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,914.97,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,2229.01,NA
"Jan 31, 2023",85044099,NA,NA,NA,NA,NA,Mexico,NA,432.97,NA
"Jan 31, 2023",84834009,NA,NA,NA,NA,NA,Mexico,NA,15.33,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,433.49,NA
"Jan 31, 2023",85118001,NA,NA,NA,NA,NA,Mexico,NA,108.8,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,21.45,NA
"Jan 31, 2023",85118001,NA,NA,NA,NA,NA,Mexico,NA,77.42,NA
"Jan 31, 2023",84824001,NA,NA,NA,NA,NA,Mexico,NA,84.72,NA
"Jan 31, 2023",84836001,NA,NA,NA,NA,NA,Mexico,NA,24.74,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,650.77,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,36.37,NA
"Jan 31, 2023",84824001,NA,NA,NA,NA,NA,Mexico,NA,50.82,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,557.72,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,8411.63,NA
"Jan 31, 2023",85364199,NA,NA,NA,NA,NA,Mexico,NA,130.5,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,884.1,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,15619.14,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,243.83,NA
"Jan 31, 2023",85364199,NA,NA,NA,NA,NA,Mexico,NA,11.57,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,525.72,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,1022.02,NA
"Jan 31, 2023",85364199,NA,NA,NA,NA,NA,Mexico,NA,577.62,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,750.93,NA
"Jan 31, 2023",85364199,NA,NA,NA,NA,NA,Mexico,NA,2180.66,NA
"Jan 31, 2023",84824001,NA,NA,NA,NA,NA,Mexico,NA,103.55,NA
"Jan 31, 2023",84834009,NA,NA,NA,NA,NA,Mexico,NA,29.63,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,270.42,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,569.03,NA
"Jan 31, 2023",85115091,NA,NA,NA,NA,NA,Mexico,NA,240.9,NA
"Jan 31, 2023",85118001,NA,NA,NA,NA,NA,Mexico,NA,638.07,NA
"Jan 31, 2023",85364199,NA,NA,NA,NA,NA,Mexico,NA,17.34,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,1314.3,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,449.18,NA
"Jan 31, 2023",84824001,NA,NA,NA,NA,NA,Mexico,NA,207.1,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,4968.16,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,571.86,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,3883.64,NA
"Jan 31, 2023",85364199,NA,NA,NA,NA,NA,Mexico,NA,90.84,NA
"Jan 31, 2023",84824001,NA,NA,NA,NA,NA,Mexico,NA,579.94,NA
"Jan 31, 2023",84834009,NA,NA,NA,NA,NA,Mexico,NA,182.77,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,1033.23,NA
"Jan 31, 2023",85118001,NA,NA,NA,NA,NA,Mexico,NA,538.17,NA
"Jan 31, 2023",85364199,NA,NA,NA,NA,NA,Mexico,NA,52.52,NA
"Jan 31, 2023",85115091,NA,NA,NA,NA,NA,Mexico,NA,1308.95,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,1114.51,NA
"Jan 31, 2023",85364199,NA,NA,NA,NA,NA,Mexico,NA,270.32,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,4205.81,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,9988.79,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,1251.49,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,109.1,NA
"Jan 31, 2023",85115091,NA,NA,NA,NA,NA,Mexico,NA,77.26,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,10.91,NA
"Jan 31, 2023",85364199,NA,NA,NA,NA,NA,Mexico,NA,345.27,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,181.84,NA
"Jan 31, 2023",85364199,NA,NA,NA,NA,NA,Mexico,NA,127.21,NA
"Jan 31, 2023",85118001,NA,NA,NA,NA,NA,Mexico,NA,319.03,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,211.01,NA
"Jan 31, 2023",85115091,NA,NA,NA,NA,NA,Mexico,NA,426.65,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,9936.32,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,2062.76,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,3934,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,161.06,NA
"Jan 31, 2023",85118001,NA,NA,NA,NA,NA,Mexico,NA,84.72,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,2102.88,NA
"Jan 31, 2023",85118001,NA,NA,NA,NA,NA,Mexico,NA,154.84,NA
"Jan 31, 2023",85115091,NA,NA,NA,NA,NA,Mexico,NA,154.53,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,3022.94,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,786.83,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,2115.89,NA
"Jan 31, 2023",85115091,NA,NA,NA,NA,NA,Mexico,NA,928.55,NA
"Jan 31, 2023",85364199,NA,NA,NA,NA,NA,Mexico,NA,522.63,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,1667.34,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,1156.02,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,512.45,NA
"Jan 31, 2023",85364199,NA,NA,NA,NA,NA,Mexico,NA,174.07,NA
"Jan 31, 2023",85118001,NA,NA,NA,NA,NA,Mexico,NA,191.2,NA
"Jan 31, 2023",85452001,NA,NA,NA,NA,NA,Mexico,NA,1211.63,NA
"Jan 31, 2023",85364199,NA,NA,NA,NA,NA,Mexico,NA,783.02,NA
"Jan 31, 2023",85118001,NA,NA,NA,NA,NA,Mexico,NA,158.49,NA
"Jan 31, 2023",85115091,NA,NA,NA,NA,NA,Mexico,NA,594.96,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,2859.36,NA
"Jan 31, 2023",85118001,NA,NA,NA,NA,NA,Mexico,NA,316.98,NA
"Jan 31, 2023",85452001,NA,NA,NA,NA,NA,Mexico,NA,403.86,NA
"Jan 31, 2023",85364199,NA,NA,NA,NA,NA,Mexico,NA,973.2,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,250.31,NA
"Jan 31, 2023",85118001,NA,NA,NA,NA,NA,Mexico,NA,63.37,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,5206.38,NA
"Jan 31, 2023",85115091,NA,NA,NA,NA,NA,Mexico,NA,376.13,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,557.25,NA
"Jan 31, 2023",85365099,NA,NA,NA,NA,NA,Mexico,NA,253.76,NA
"Jan 31, 2023",85452001,NA,NA,NA,NA,NA,Mexico,NA,161.57,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,144.5,NA
"Jan 31, 2023",85118001,NA,NA,NA,NA,NA,Mexico,NA,399.59,NA
"Jan 31, 2023",85364199,NA,NA,NA,NA,NA,Mexico,NA,52.26,NA
"Jan 31, 2023",85115091,NA,NA,NA,NA,NA,Mexico,NA,353.6,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,99.74,NA
"Jan 31, 2023",85114004,NA,NA,NA,NA,NA,Mexico,NA,251.85,NA
"Jan 31, 2023",85119006,NA,NA,NA,NA,NA,Mexico,NA,823.46,NA
"Jan 31, 2023",40169304,NA,NA,Changchun Elringklinger Limited,Changchun Elringklinger Ltd.,China,Mexico,NA,20.18,NA
"Jan 31, 2023",82090001,NA,NA,Global Equipment Llc,Global Equipment Company Inc.,United States,Mexico,NA,15214.48,NA
"Jan 31, 2023",84818022,NA,NA,Global Equipment Llc,Global Equipment Company Inc.,United States,Mexico,NA,1004.05,NA
"Jan 31, 2023",73181999,NA,NA,Global Equipment Llc,Global Equipment Company Inc.,United States,Mexico,NA,49.31,NA
"Jan 31, 2023",84212999,NA,NA,Global Equipment Llc,Global Equipment Company Inc.,United States,Mexico,NA,1303.99,NA
"Jan 31, 2023",84145999,NA,NA,Global Equipment Llc,Global Equipment Company Inc.,United States,Mexico,NA,223.91,NA
"Jan 31, 2023",82075007,NA,NA,Global Equipment Llc,Global Equipment Company Inc.,United States,Mexico,NA,7263.36,NA
"Jan 31, 2023",85444299,NA,NA,Global Equipment Llc,Global Equipment Company Inc.,United States,Mexico,NA,2425.99,NA
"Jan 31, 2023",84661099,NA,NA,Global Equipment Llc,Global Equipment Company Inc.,United States,Mexico,NA,2607.24,NA
"Jan 31, 2023",68151999,NA,NA,Global Equipment Llc,Global Equipment Company Inc.,United States,Mexico,NA,95.31,NA
"Jan 31, 2023",73269099,NA,NA,NA,NA,NA,Mexico,NA,218.64,NA
"Jan 31, 2023",39269099,NA,NA,NA,NA,NA,Mexico,NA,868.42,NA
"Jan 31, 2023",85340004,NA,NA,NA,NA,NA,Mexico,NA,2822.95,NA
"Jan 31, 2023",40169901,NA,NA,NA,NA,NA,Mexico,NA,1334.45,NA
"Jan 31, 2023",85369099,NA,NA,NA,NA,NA,Mexico,NA,6359.53,NA
"Jan 31, 2023",90291099,NA,NA,NA,NA,NA,Mexico,NA,3030.3,NA
"Jan 31, 2023",48237003,NA,NA,NA,NA,NA,Mexico,NA,677.53,NA
"Jan 31, 2023",85182999,NA,NA,NA,NA,NA,Mexico,NA,1708.79,NA
"Jan 31, 2023",73181504,NA,NA,NA,NA,NA,Mexico,NA,10943.88,NA
"Jan 31, 2023",85389099,NA,NA,NA,NA,NA,Mexico,NA,189733.12,NA
"Jan 31, 2023",73181504,NA,NA,NA,NA,NA,Mexico,NA,0.48,NA
"Jan 31, 2023",85443099,NA,NA,NA,NA,NA,Mexico,NA,8338.23,NA
"Jan 31, 2023",85389001,NA,NA,NA,NA,NA,Mexico,NA,51781.31,NA
"Jan 31, 2023",73181606,NA,NA,NA,NA,NA,Mexico,NA,94.57,NA
"Jan 31, 2023",85365099,NA,NA,NA,NA,NA,Mexico,NA,9793.02,NA
"Jan 31, 2023",70051002,NA,NA,NA,NA,NA,Mexico,NA,14617.68,NA
"Jan 31, 2023",85365099,NA,NA,NA,NA,NA,Mexico,NA,886.9,NA
"Jan 31, 2023",73182403,NA,NA,NA,NA,NA,Mexico,NA,118.85,NA
"Jan 31, 2023",39199099,NA,NA,NA,NA,NA,Mexico,NA,3320.39,NA
"Jan 31, 2023",85444299,NA,NA,NA,NA,NA,Mexico,NA,971.73,NA
"Jan 31, 2023",73181599,NA,NA,NA,NA,NA,Mexico,NA,217.57,NA
"Jan 31, 2023",85369099,NA,NA,NA,NA,NA,Mexico,NA,10347.34,NA
"Jan 31, 2023",85392999,NA,NA,NA,NA,NA,Mexico,NA,1698.67,NA
"Jan 31, 2023",39269099,NA,NA,NA,NA,NA,Mexico,NA,492.71,NA
"Jan 31, 2023",90329002,NA,NA,NA,NA,NA,Mexico,NA,1765.6,NA
"Jan 31, 2023",85389099,NA,NA,NA,NA,NA,Mexico,NA,9255.11,NA
"Jan 31, 2023",85043103,NA,NA,NA,NA,NA,Mexico,NA,2122.84,NA
"Jan 31, 2023",39269099,NA,NA,NA,NA,NA,Mexico,NA,2378.43,NA
"Jan 31, 2023",85389099,NA,NA,NA,NA,NA,Mexico,NA,109355.8,NA
"Jan 31, 2023",73202005,NA,NA,NA,NA,NA,Mexico,NA,1067.57,NA
"Jan 31, 2023",39219099,NA,NA,NA,NA,NA,Mexico,NA,87.27,NA
"Jan 31, 2023",48219099,NA,NA,NA,NA,NA,Mexico,NA,69.81,NA
"Jan 31, 2023",85311099,NA,NA,NA,NA,NA,Mexico,NA,3791.53,NA
"Jan 31, 2023",40169304,NA,NA,NA,NA,NA,Mexico,NA,1170.23,NA
"Jan 31, 2023",90259001,NA,NA,NA,NA,NA,Mexico,NA,36619.81,NA
"Jan 31, 2023",85389001,NA,NA,NA,NA,NA,Mexico,NA,341.48,NA
"Jan 31, 2023",73181504,NA,NA,NA,NA,NA,Mexico,NA,1378.43,NA
"Jan 31, 2023",85365099,NA,NA,NA,NA,NA,Mexico,NA,524.55,NA
"Jan 31, 2023",73181999,NA,NA,NA,NA,NA,Mexico,NA,126.25,NA
"Jan 31, 2023",39191001,NA,NA,NA,NA,NA,Mexico,NA,991.64,NA
"Jan 31, 2023",39231003,NA,NA,NA,Deere & Company  Worldwide Logistics Operations,United States,Mexico,NA,60.01,NA
"Jan 31, 2023",39231003,NA,NA,NA,Deere & Company  Worldwide Logistics Operations,United States,Mexico,NA,200.05,NA
"Jan 31, 2023",85120000,NA, New Headlamp,NA,Ege Trans Internationale Spedition Gmbh,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 31, 2023",330000,NA, Service Parts Jd,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 31, 2023",84099911,NA,NA,Stanadyne Changshu Corporation,Stanadyne (Changshu) Corporation,China,Mexico,NA,14613.82,NA
"Jan 31, 2023",84099911,NA,NA,Stanadyne Changshu Corporation,Stanadyne (Changshu) Corporation,China,Mexico,NA,495.95,NA
"Jan 31, 2023",84099911,NA,NA,Stanadyne Changshu Corporation,Stanadyne (Changshu) Corporation,China,Mexico,NA,991.96,NA
"Jan 31, 2023",73261999,NA,NA,John Deere Unite De Orleans Saran,John Deere Unite De Orleans Saran,France,Mexico,NA,2091.64,NA
"Jan 31, 2023",39269099,NA,NA,NA,Deere & Company  Worldwide Logistics Operations,United States,Mexico,NA,312.62,NA
"Jan 31, 2023",85285903,NA,NA,Logistyx Technologies Llc,"Logistyx Technologies, Llc",United States,Mexico,NA,182.06,NA
"Jan 31, 2023",84718091,NA,NA,Logistyx Technologies Llc,"Logistyx Technologies, Llc",United States,Mexico,NA,218.1,NA
"Jan 31, 2023",84818099,NA,NA,Denso International America Incorporated,"Denso International America,Inc",United States,Mexico,NA,126.72,NA
"Jan 31, 2023",39233002,NA,NA,H K International Incorporated,H&K International Inc.,United States,Mexico,NA,110.06,NA
"Jan 31, 2023",39269099,NA,NA,H K International Incorporated,H&K International Inc.,United States,Mexico,NA,31.95,NA
"Jan 31, 2023",73239305,NA,NA,H K International Incorporated,H&K International Inc.,United States,Mexico,NA,58.15,NA
"Jan 31, 2023",73239305,NA,NA,H K International Incorporated,H&K International Inc.,United States,Mexico,NA,67.25,NA
"Jan 31, 2023",73239305,NA,NA,H K International Incorporated,H&K International Inc.,United States,Mexico,NA,151.76,NA
"Jan 31, 2023",96039099,NA,NA,H K International Incorporated,H&K International Inc.,United States,Mexico,NA,11.98,NA
"Jan 31, 2023",39235001,NA,NA,H K International Incorporated,H&K International Inc.,United States,Mexico,NA,68.42,NA
"Jan 31, 2023",39269018,NA,NA,H K International Incorporated,H&K International Inc.,United States,Mexico,NA,12.19,NA
"Jan 31, 2023",39233002,NA,NA,H K International Incorporated,H&K International Inc.,United States,Mexico,NA,68.8,NA
"Jan 31, 2023",39249099,NA,NA,H K International Incorporated,H&K International Inc.,United States,Mexico,NA,110.06,NA
"Jan 31, 2023",39199099,NA,NA,Custom Graphics Inc,Custom Graphics Inc,United States,Mexico,NA,3572.36,NA
"Jan 31, 2023",84831008,NA,NA,Darcast Crankshafts Limited,Darcast Crankshafts,NA,Mexico,NA,31823.64,NA
