latitude,longitude,zip_code
42.32577211841579,-73.77356572496589,12534
41.28123559599116,-73.5462631902482,10590
42.88956524954525,-78.00855982308714,14525
44.4837230344022,-73.53689678961439,12944
42.96551923141741,-77.62689811702018,14467
42.98980614021308,-74.09617578005692,12010
42.34467448844571,-77.20614160608746,14879
41.23066246764662,-74.04695147768628,10977
41.25589714791946,-74.05409635635738,10980
40.7502263266342,-73.57603336894672,11550
44.58154404498058,-73.62513098691367,12985
41.38009745604214,-74.20861776880753,10950
43.73812719319302,-75.55092425341323,13367
40.99035378472688,-72.58242668469505,11901
42.11171684818629,-78.57649793705191,14706
42.50664422257982,-76.70211421504752,14886
42.37293623873675,-77.45037608980621,14810
42.618748168128604,-77.07575841235861,14527
41.86955340534328,-73.73030608536,12545
42.81272968297452,-73.88768456952567,12303
42.86933237618153,-76.64701580303677,13021
42.97415715610133,-75.89475645163714,13037
42.208473156511495,-73.96537051650117,12414
43.34936484775779,-73.66468063958123,12804
42.4168693899564,-79.39367334436835,14063
42.92741158821229,-77.02337765584087,14456
42.93730549834797,-74.17756448666633,12010
40.83093464639565,-72.75286163548006,11934
43.13740264231582,-75.96597435435949,13116
42.26783559671892,-78.09589354995683,14739
44.854209974627615,-73.50569878042197,12921
42.95806607357845,-78.19322462225806,14020
42.248289017855306,-77.53575967859601,14823
42.79159316250555,-74.29225157255904,12053
42.92580204354044,-78.35789601271352,14011
41.22831985348733,-73.50169249181606,10590
43.97089102094403,-76.0868190513794,13634
40.91950485884395,-72.29165431985419,11968
42.88785480795727,-78.10262134544492,14525
41.18774743731483,-73.83106972874387,10562
43.65214275098273,-75.99813294486924,13145
42.84728177268783,-73.65736659579883,12182
42.91829553384508,-75.38798167705515,13480
42.2460445253864,-74.02348609510163,12413
43.15389946283014,-77.55731815348018,14621
43.240097922556814,-78.22332550717373,14411
41.78110826441491,-74.85215110357888,12791
42.35571020872888,-77.33416594635497,14810
42.86434203291456,-77.61466890255365,14487
42.171597800514526,-77.88347753624731,14895
42.33706682529356,-77.32650891860926,14810
42.62571860585494,-79.04458209524282,14006
44.78298653279923,-73.62174992782724,12962
43.4106493263893,-76.4799064716977,13126
43.08721720898377,-74.87326384924901,13365
42.32869772733359,-79.22778066874235,14063
42.57303730005898,-77.29511564281255,14873
42.67139467707271,-77.91397458149744,14510
40.577550356863846,-73.38061770232237,11757
42.79935853454455,-73.66414253084905,12180
42.41754348305815,-73.72647324666416,12184
43.03932084017684,-74.07094688494618,12086
43.13345607595393,-75.6991901557335,13421
42.54158716513356,-75.00618613866584,13820
44.68272377878097,-75.15219687988451,13617
42.70867152673096,-74.11486894660952,12056
42.89769829484802,-74.21066997728174,12010
43.06612292370846,-77.36379778179423,14450
42.48105500004713,-75.07418291683688,13820
44.70248898690873,-75.36119059918875,13669
41.1770882483484,-73.6500326906904,10549
44.48896482281468,-73.64253533455044,12912
43.40324278741392,-76.18724604731122,13114
43.63183902652675,-76.04924443793304,13145
44.97500684502097,-74.48188771854385,12937
44.91220711211127,-73.77602298326167,12935
44.26464750584368,-75.67267651810009,13608
42.89635827325355,-74.23668348060538,12010
42.86375908628591,-74.26742516319736,12010
41.39636471676264,-73.88571958898072,10547
42.63020872510135,-78.90166832011766,14085
44.834269858421706,-73.82879022329736,12935
43.39991386587683,-76.32139466199732,13126
43.23974235505384,-76.44130373141995,13069
43.30838878865497,-76.21925883865809,13036
42.3426762259817,-74.82952949362505,13753
42.512775600286126,-79.07593039383973,14081
41.59943382077508,-74.64257670164575,12701
42.64938514887157,-78.77714521246203,14075
44.818324906508,-74.3573445565826,12953
42.32956086031329,-76.9338634187292,14891
43.25721134759614,-75.06666495612646,13431
42.94870977521061,-73.92432252660063,12020
42.20468869924165,-77.0312298987956,14830
43.08481273851898,-75.17047390379471,13501
40.75582950241262,-73.0593850286774,11779
44.96166866599106,-74.55357973037067,12937
43.93971725393061,-76.04295086922774,13634
43.407875334258335,-73.68498942711662,12804
43.03524464000609,-77.63997720263639,14623
41.87891451916344,-74.18601257037695,12484
41.61650366471089,-74.26476351640693,12549
41.71117827564398,-73.73035280744074,12540
42.84669145582315,-76.82169672365032,13148
40.5983129657688,-73.58870266944778,11520
43.08297871848206,-78.12595034229025,14020
44.58429639030334,-73.6643135443155,12985
42.19872744173698,-75.98061328778964,13790
41.4916267064187,-74.41464598786335,10940
42.97740363194968,-73.32468104806347,12816
41.52729151357008,-74.54011214995151,10963
42.3113449396638,-74.98453418570682,13753
43.19303937224064,-75.46166285551539,13440
42.57886884070492,-73.52428401085106,12018
43.16478384444646,-73.87348771111508,12822
43.00890051484847,-76.31751151272258,13031
44.7222800954569,-75.40887204493964,13669
42.209540897842494,-75.03935983935992,13856
41.94346668677172,-76.53805207603234,14892
42.6384833958779,-73.53980074361054,12018
41.881438615693696,-73.55046534243682,12501
41.47774978527049,-74.24470114117015,12549
40.68142689196521,-72.89518508658016,11967
42.88460638021164,-75.8908322854682,13035
42.15932290690623,-76.73385694171276,14845
42.246264776871264,-74.82104038062832,13753
42.26464848206202,-74.76801212691072,13842
42.73413253457481,-73.95007131771325,12303
42.84031967454698,-77.60600093312127,14487
41.51235387515941,-74.28978952061274,10941
43.227886020508045,-73.70164326827245,12831
44.54203470272584,-75.576900866516,13669
41.089134527057546,-73.89923116784782,10591
40.945807427284045,-73.17010420727118,11733
42.41122316820314,-74.95431446274806,13820
40.83189594258428,-73.44787911585743,11746
42.29917999148815,-79.43053606797429,14716
43.89801548188939,-75.45943693704788,13620
43.55890402876016,-76.41947007887589,13126
42.70076704912392,-75.23143168863632,13315
41.15001094133619,-74.29454501113682,10925
42.44214009686206,-79.3685824760872,14048
43.20010931121443,-77.66018457036604,14621
43.85252448625885,-73.51142886781744,12883
42.2563083538068,-74.84720073386507,13753
40.845757005061486,-72.90325516536547,11967
43.26824189223284,-77.62932067936933,14621
43.26304827028726,-77.43796358783689,14580
41.692306531873854,-73.6362055380897,12594
42.65121466531944,-74.31275976563113,12157
43.06768838409623,-74.33980678716588,12095
42.78280645538866,-74.16463499467365,12053
42.67535360058261,-77.09560233122771,14527
40.842979397942095,-72.95181364815075,11763
43.255062559845136,-78.05837534848771,14470
43.1212762757806,-78.98738429107506,14305
41.736344458348015,-74.02606429665401,12561
42.52196311202584,-75.49695972170042,13815
41.34043389484722,-73.85286707430006,10566
41.58540241884416,-74.3729804230787,12566
42.727084690824285,-76.46599772871558,13118
42.23457513562946,-76.53949365353266,14883
43.233684084973945,-77.24468094474652,14519
41.22982583410773,-74.37143414264368,10990
42.705635585909576,-73.64862138589747,12180
42.82409968602465,-77.40385980201879,14469
41.85108884200579,-73.45751039485258,12501
40.65663825943347,-74.05351663715588,11219
43.18381598695243,-77.65895989109525,14621
42.48614955077794,-76.6451618293594,14850
41.02199032327731,-72.24845839671605,11937
44.93004188237602,-74.51447744116633,12937
42.54258144240381,-78.89335206686883,14070
43.11003912084942,-77.67901731843979,14611
43.00012348546765,-75.73638438190095,13032
42.12313913884578,-75.98387560083347,13760
43.0823941603665,-76.78665088728988,14433
41.06138021359823,-74.01408924788653,10977
43.5576652823442,-76.40663843173375,13126
42.820275666418205,-75.50374058926825,13346
44.266535123553176,-74.42252687783669,12986
42.361373054074654,-77.76512052603755,14804
43.15405165174537,-74.22774059972228,12117
42.26994340744278,-73.94088515406085,12414
43.04263192988624,-74.24981536339115,12078
41.63866334209347,-73.73177754317426,12540
41.31995390073906,-73.94873748268608,10566
44.41077981502795,-73.71904529439804,12912
43.12497677402271,-76.20634397544453,13204
44.87560795466512,-74.51281882529696,12916
42.61586647312336,-78.44401422450083,14009
42.45616530404536,-74.10784751826982,12083
41.46193364151694,-73.88566741806049,12508
43.00844546852453,-74.32036416652505,12095
41.52923005470159,-74.25950023669982,12549
42.2229809805454,-78.68336109245838,14779
41.61461720430227,-73.89944011082517,12603
41.44341737695658,-73.80275926204145,10541
43.058238867385455,-77.73274781128355,14624
42.44194199251033,-79.41717937803118,14063
42.51005374536225,-74.90135579864238,13750
44.575874228748354,-73.46017576325326,12972
44.901870338253055,-73.36913125807445,12921
42.5756509002905,-79.10107466402012,14006
40.950129283863554,-72.4326859069641,11968
41.50009928353592,-73.55285207380624,10509
42.02821137199525,-79.36827705848813,14701
42.24278450083874,-77.21673224921342,14879
41.91413299687589,-73.82758207746966,12572
42.23210800246357,-73.91914300467417,12414
42.92858713016986,-76.38771599254957,13108
43.44406869951642,-73.82870969843785,12885
44.13772236430243,-74.4606662283224,12986
42.76365355955191,-78.14029502486241,14569
41.26208007426608,-73.65632071626244,10536
42.78613054770443,-76.201029136029,13159
41.7976274511191,-74.49913512538149,12740
43.04397904083865,-74.23268835179218,12010
40.67737065877983,-73.9198697456985,11207
42.98082740694712,-77.3440391474596,14564
41.83686323770655,-74.57546125453787,12788
42.23308084368541,-76.19240718723707,13811
44.8747608758507,-73.84298518308783,12935
40.8898843124136,-72.88029801670247,11967
42.59109166997915,-76.56323252825577,14886
44.29503162271238,-73.44810827663947,12996
44.75466324763573,-74.30147717072036,12953
42.81736370430189,-77.60656735973602,14487
42.99755643508344,-79.01831297707707,14072
43.87394131604397,-75.86757292552096,13601
40.87472283549953,-73.8985938011301,10452
43.056504989901406,-77.90509314667439,14416
43.18548226790601,-78.29743454977391,14103
42.77737800442515,-73.52359281605452,12180
42.30250682249151,-74.87176096405138,13753
42.632279086115815,-73.60730655583988,12180
41.62176263436599,-74.58176689310694,12789
42.63492793590189,-74.92731643411702,13326
42.63219689597561,-74.42340226041173,12043
42.6801798762468,-75.29839769065931,13411
42.77300486836671,-76.0148571333712,13159
43.32946463154734,-75.44142195594905,13440
42.20542613969359,-76.05829357212279,13760
42.077031941101936,-76.04252798058178,13760
40.6624205565954,-73.024793929029,11705
42.25706498493109,-78.20552173040913,14727
42.05226401266744,-75.96690959723315,13905
42.89725685204674,-75.97065976186606,13104
42.693534291943145,-73.86656497569898,12205
44.09900763320358,-75.90692872463352,13637
42.858337307864126,-78.13027780651575,14591
42.69610604345051,-74.5069633527019,12043
43.03935606703641,-78.13818565302218,14020
40.6722622323014,-73.3740483365377,11757
42.18790440356199,-78.7053624451324,14779
42.08907558276183,-75.9132302260974,13905
42.86980545073418,-75.58316690944028,13346
42.55464954022244,-77.70717121313905,14437
44.4968253446493,-73.4838475105786,12972
44.92460382661753,-73.48406277381015,12919
44.69714786905962,-75.42246835576526,13669
40.55040244840179,-73.86189324968542,11236
44.21842549372833,-76.16118673436618,13624
42.15093703735804,-76.72732982761892,14845
42.77101984909267,-76.71351437766283,13160
44.898377971564216,-74.9203053775845,13662
42.092862401942575,-78.57363096080063,14706
43.51680473431754,-76.15736963719775,13142
43.25751962801919,-76.12008597123263,13039
42.95001970078254,-75.30095710590112,13480
42.78838046955138,-77.83801058514396,14510
43.98854671199365,-76.06933888917754,13634
40.88801006555726,-72.83926366939646,11950
43.215520330133856,-76.64599329716916,13033
43.18318023925384,-76.43805728692199,13027
43.284912084013136,-75.811241254206,13316
43.05842915755489,-75.59836023995331,13421
42.10728745315254,-73.86923560354468,12571
40.93727449650186,-73.75447715536026,10550
41.8260724550759,-74.47628535141673,12740
41.367985729800736,-73.4921922370109,10509
41.74046935380136,-73.53392401430285,12522
42.03335941829014,-78.41613118175484,14760
44.15277967570815,-74.49602265266905,12986
42.8182903452166,-76.87682398668306,13165
43.001763848740495,-78.20778490862888,14020
40.77578528986104,-73.39733439513013,11704
42.7962639511209,-77.7443977919987,14487
41.21054082163836,-73.88055101063637,10566
43.73144193073833,-76.1141128606198,13145
43.38772337899933,-77.9774164690694,14476
43.39140358162348,-75.76976295163843,13316
42.96990160582625,-77.18394598769785,14432
42.040293772452266,-75.78215727188187,13865
42.2292259186641,-77.78568752663999,14804
42.05729585171994,-77.92927946799176,14895
41.80728782688201,-75.02279993575684,12745
44.72850157182216,-73.73301328222126,12981
42.73292719716604,-78.63498204682526,14052
42.959736618812286,-78.26568617082992,14020
40.75900743881677,-72.80885563382404,11967
41.47686224349786,-73.62325413435678,10509
44.18550442844171,-75.9510290369854,13656
42.27198727503356,-76.7910990737438,14845
42.23960487793096,-75.99642190959487,13862
42.77083255114779,-76.13459278850193,13159
43.994383805976106,-76.07104484537773,13634
42.463072131300514,-77.26907284549748,14873
43.18358302222212,-74.24913442799443,12117
41.56789617327009,-74.71566744503973,12701
44.16802239450617,-75.621124790812,13608
41.73329285191335,-75.04662490541651,12745
42.613794597473095,-76.39308525585808,13073
42.52504764500615,-76.33983746730006,13045
41.798796581914736,-74.5990742487998,12788
42.59024066110323,-78.44675993049715,14009
42.64020355525357,-73.92298399780594,12203
42.84164973009115,-78.23168199484111,14011
42.95257992077114,-76.88016129890224,13148
43.12945804418747,-77.90652260317009,14420
41.55379559258966,-74.18933460242744,12549
44.32416143263519,-76.11505685740616,13624
42.83173028232935,-77.77318553412258,14414
41.092418829590095,-73.87030324152187,10591
42.59366845910241,-73.91225680943516,12054
43.67750305707632,-76.03619759226059,13145
42.49611023150082,-74.94213124845756,13750
43.061905206703216,-77.47704874308002,14450
42.653135201803245,-73.56012571222108,12018
41.45399255612946,-74.1497046766843,12553
42.20936241038405,-74.91302491786358,13753
42.92027350333553,-77.6263425639114,14485
43.268035088170485,-75.10760248956262,13431
42.12803307118409,-78.69859007183777,14779
43.50583885247626,-73.24993337341357,12832
43.069464662554616,-78.73171467283704,14221
40.98256432253715,-74.01394864436013,10965
42.99004535648192,-76.78764292799211,13148
42.4610146621644,-78.96495212927242,14070
43.202034749481896,-76.39334478173937,13027
41.81228438453645,-74.14105897300318,12561
40.82563293899051,-73.94160544672216,10452
41.420458175802544,-74.56162866331516,10963
44.33383868003565,-73.9686654860275,12946
42.53872432267579,-74.67049251427301,12197
42.27634726258181,-73.65163307101109,12172
43.14397365182347,-76.5611955436016,13033
43.18761014818951,-77.20165087001446,14589
42.05964655973429,-78.19919198350594,14715
42.14761663741165,-76.3490138620447,13743
44.55789819470751,-73.49251625440881,12972
42.13634881877413,-78.19796787760835,14715
44.24040217662719,-73.44461675801224,12993
42.1937861531564,-75.04107362984223,13856
42.86551723039391,-76.94456962923402,14456
44.17396033553323,-75.80038230771648,13637
41.30705495902052,-73.604469454731,10536
44.329656875274175,-75.46618224006356,13642
44.18204657016768,-73.48270295242303,12993
42.301863072801126,-73.87075771022955,12414
43.21764562449261,-78.93016479380628,14304
43.08904938098613,-78.61548469147827,14094
42.55744729659551,-78.9386037654415,14070
42.63082709095815,-77.99552820387761,14530
42.953744157705934,-73.53220590330429,12154
43.02307189824192,-74.30666244179329,12095
41.08348420116904,-73.96241980242428,10977
42.40514128947561,-79.54254432398396,14787
43.10921228141495,-78.01846079794181,14416
40.90372218079693,-73.29441694057914,11725
41.33371850863233,-74.03799524761214,10917
42.26120882323737,-74.00351591336795,12413
44.127606114136285,-74.4718013416557,12986
43.29313866360494,-77.03303834283763,14551
41.2100868315252,-74.39518970425144,10990
43.30583647222954,-75.71605920246496,13316
41.806266860209455,-74.9818935421711,12745
41.43431893946591,-73.48665686684794,10509
42.84459735547707,-75.51240593996796,13346
40.97086203699837,-72.75105082260384,11901
40.83853544439428,-72.9264129404188,11967
41.821603303879705,-74.49905139548027,12740
44.51448576651708,-73.43017791402816,12972
42.76331676710255,-73.78817505947475,12205
42.37363315180921,-74.94459114312097,13753
40.93578718023984,-73.7289076160441,10801
40.54173842691999,-74.12023824659374,10304
42.96768331285739,-76.64744867112766,13021
43.36124944867318,-77.69498371814095,14612
