latitude,longitude
42.32577211841579,-73.77356572496589
41.28123559599116,-73.5462631902482
42.88956524954525,-78.00855982308714
44.483723034402196,-73.53689678961439
42.96551923141741,-77.62689811702018
42.989806140213076,-74.09617578005692
42.34467448844571,-77.20614160608746
41.23066246764662,-74.04695147768628
41.25589714791946,-74.05409635635738
40.7502263266342,-73.57603336894672
44.58154404498058,-73.62513098691367
41.38009745604214,-74.20861776880753
43.73812719319302,-75.55092425341323
40.99035378472688,-72.58242668469505
42.11171684818629,-78.57649793705191
42.50664422257982,-76.70211421504752
42.37293623873675,-77.45037608980621
42.618748168128604,-77.07575841235861
41.86955340534328,-73.73030608536
42.81272968297452,-73.88768456952567
42.86933237618153,-76.64701580303677
42.974157156101334,-75.89475645163714
42.208473156511495,-73.96537051650117
43.34936484775779,-73.66468063958123
42.4168693899564,-79.39367334436835
42.927411588212294,-77.02337765584087
42.93730549834797,-74.17756448666633
40.830934646395654,-72.75286163548006
43.13740264231582,-75.96597435435949
42.26783559671892,-78.09589354995683
44.854209974627615,-73.50569878042197
42.95806607357845,-78.19322462225806
42.248289017855306,-77.53575967859601
42.79159316250555,-74.29225157255904
42.925802043540436,-78.35789601271352
41.22831985348733,-73.50169249181606
43.97089102094403,-76.0868190513794
40.91950485884395,-72.29165431985419
42.88785480795727,-78.10262134544492
41.18774743731483,-73.83106972874387
43.65214275098273,-75.99813294486924
42.84728177268783,-73.65736659579883
42.91829553384508,-75.38798167705515
42.246044525386395,-74.02348609510163
43.15389946283014,-77.55731815348018
43.240097922556814,-78.22332550717373
41.78110826441491,-74.85215110357888
42.35571020872888,-77.33416594635497
42.864342032914564,-77.61466890255365
42.171597800514526,-77.88347753624731
42.33706682529356,-77.32650891860926
42.62571860585494,-79.04458209524282
44.78298653279923,-73.62174992782724
43.410649326389304,-76.4799064716977
43.08721720898377,-74.87326384924901
42.32869772733359,-79.22778066874235
42.57303730005898,-77.29511564281255
42.67139467707271,-77.91397458149744
40.577550356863846,-73.38061770232237
42.799358534544545,-73.66414253084905
42.41754348305815,-73.72647324666416
43.03932084017684,-74.07094688494618
43.13345607595393,-75.6991901557335
42.541587165133556,-75.00618613866584
44.68272377878097,-75.15219687988451
42.70867152673096,-74.11486894660952
42.89769829484802,-74.21066997728174
43.06612292370846,-77.36379778179423
42.48105500004713,-75.07418291683688
44.70248898690873,-75.36119059918875
41.177088248348404,-73.6500326906904
44.48896482281468,-73.64253533455044
43.403242787413916,-76.18724604731122
43.63183902652675,-76.04924443793304
44.97500684502097,-74.48188771854385
44.91220711211127,-73.77602298326167
44.264647505843676,-75.67267651810009
42.89635827325355,-74.23668348060538
42.86375908628591,-74.26742516319736
41.39636471676264,-73.88571958898072
42.63020872510135,-78.90166832011766
44.834269858421706,-73.82879022329736
43.39991386587683,-76.32139466199732
43.239742355053835,-76.44130373141995
43.30838878865497,-76.21925883865809
42.3426762259817,-74.82952949362505
42.512775600286126,-79.07593039383973
41.599433820775076,-74.64257670164575
42.64938514887157,-78.77714521246203
44.818324906507996,-74.3573445565826
42.32956086031329,-76.9338634187292
43.25721134759614,-75.06666495612646
42.94870977521061,-73.92432252660063
42.20468869924165,-77.0312298987956
43.08481273851898,-75.17047390379471
